BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,MonthlyRate,DailyRate,HourlyRate
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,5431,570,30
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,3415,1130,56
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,23177,1192,61
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,15682,343,92
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,25713,1232,39
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,11866,144,39
Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,18264,1296,62
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,16092,1309,83
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,10110,483,95
Travel_Frequently,Sales,Medical,Male,Sales Representative,Single,25751,1309,99
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,15901,810,44
Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,16928,746,61
Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Divorced,24017,544,52
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,3956,1062,75
Travel_Rarely,Sales,Medical,Female,Manager,Married,23978,530,91
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,17001,1319,51
Non-Travel,Sales,Technical Degree,Female,Sales Executive,Married,6069,641,85
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,20156,933,57
Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,17078,1332,98
Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,9150,756,99
Non-Travel,Sales,Medical,Female,Sales Executive,Single,15276,845,45
Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,7246,541,48
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,2967,593,88
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,22495,1171,46
Non-Travel,Sales,Medical,Male,Sales Representative,Single,2851,895,39
Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,9150,350,34
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,17663,921,98
Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,16044,1144,30
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,9558,143,56
Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Single,2755,1046,100
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,6110,575,68
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,7551,408,42
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,25422,156,90
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,18168,1283,54
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,19394,755,97
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,17881,1469,82
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,20750,304,92
Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,12066,1261,31
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,14862,1178,87
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,11868,329,96
Non-Travel,Sales,Marketing,Male,Sales Executive,Single,4652,1362,67
Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,23258,1311,97
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,5915,1371,77
Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,17434,202,72
Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,6582,575,73
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,24440,253,43
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,3809,164,61
Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,3427,464,40
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,26914,1107,95
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,22553,759,46
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,20490,201,95
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,21123,1305,49
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,4345,982,59
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,13436,555,78
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,8509,821,86
Non-Travel,Sales,Marketing,Female,Sales Executive,Married,12740,1381,72
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,4156,480,31
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,15238,313,61
Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Divorced,2227,1473,74
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,12090,891,99
Non-Travel,Research & Development,Medical,Female,Research Scientist,Married,23866,1063,72
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,16193,329,98
Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,8213,1218,52
Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,18256,906,86
Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Single,19558,1082,83
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,19566,645,49
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,13535,1300,79
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,9396,688,91
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,19609,319,39
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,9655,192,69
Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,10310,1490,30
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,12932,532,92
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,24793,317,43
Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,3854,422,41
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,26314,1485,87
Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Married,4386,1368,88
Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Single,21972,1448,62
Travel_Frequently,Sales,Marketing,Female,Sales Representative,Divorced,12253,296,33
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,12106,1490,42
Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,13022,1398,79
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,3032,1349,90
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,16734,1400,53
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,21526,986,93
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,18300,408,71
Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,18437,489,52
Non-Travel,Sales,Other,Female,Sales Executive,Married,2890,1398,69
Travel_Rarely,Sales,Marketing,Male,Manager,Divorced,22102,210,56
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,9314,1099,88
Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,7181,1116,49
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,2845,1499,80
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,7389,983,65
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,2288,1009,51
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,19225,144,46
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,23428,548,42
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,8416,1303,62
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,11563,1125,94
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,14394,1274,33
Travel_Rarely,Research & Development,Medical,Male,Manager,Married,24619,1277,56
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,6705,587,38
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,18398,413,57
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,14295,1276,72
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,22908,534,66
Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,11533,988,43
Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,9260,1474,97
Non-Travel,Sales,Medical,Male,Sales Executive,Single,15318,635,32
Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Single,9129,1368,99
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,19658,163,37
Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,9873,1117,83
Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,13430,267,56
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,18659,619,85
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,20364,302,75
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,17872,443,48
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,8346,828,77
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,6950,319,56
Travel_Rarely,Sales,Other,Male,Sales Executive,Married,16177,561,61
Travel_Frequently,Human Resources,Life Sciences,Female,Human Resources,Divorced,22808,426,58
Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,22645,232,34
Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,22578,922,95
Travel_Rarely,Sales,Life Sciences,Male,Manager,Divorced,25291,688,44
Travel_Frequently,Sales,Marketing,Male,Sales Representative,Single,8059,1306,69
Non-Travel,Sales,Other,Male,Sales Executive,Divorced,11373,1094,58
Non-Travel,Research & Development,Other,Female,Healthcare Representative,Single,2112,509,62
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,4267,775,45
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,6698,195,80
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,19921,258,74
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,23213,471,66
Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,23848,799,59
Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,8984,1034,86
Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,5626,1276,91
Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,24666,142,69
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,22087,956,78
Non-Travel,Sales,Other,Male,Sales Executive,Married,23914,1474,60
Travel_Frequently,Sales,Medical,Male,Sales Representative,Married,5530,535,38
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,22174,1495,76
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,15701,446,65
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,2125,1245,58
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,21630,691,89
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,7428,703,66
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,9100,823,94
Travel_Frequently,Human Resources,Medical,Male,Manager,Married,7999,1246,99
Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,26376,622,40
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,14168,1287,55
Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,14470,448,74
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,22794,254,83
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,11512,1365,46
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,14004,538,54
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,6219,525,66
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,5013,798,66
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,3010,558,75
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,11757,959,83
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,5718,622,81
Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,2671,782,50
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,14561,362,43
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,19627,1001,72
Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,17997,1236,40
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,26894,1112,50
Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,2912,204,31
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,16346,1420,85
Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,24444,1343,49
Travel_Rarely,Research & Development,Other,Male,Manager,Married,9358,1315,35
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,12145,604,69
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,20431,1216,39
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,18089,646,92
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,22653,160,71
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,7507,238,34
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,7660,1397,42
Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,5630,306,100
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,17759,991,71
Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,9606,482,36
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,3487,1176,62
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,19368,1017,82
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,5335,1296,30
Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,6729,397,88
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,13934,913,48
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,15174,1115,54
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,26999,1362,32
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,3164,1076,70
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,16900,727,41
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,8544,885,58
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,15678,810,57
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,7791,243,46
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,18959,806,76
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,18597,817,56
Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,16673,1410,71
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,15232,1225,80
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,3297,1207,74
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,17654,1442,46
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,24785,693,65
Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,20978,408,80
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,21703,929,55
Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Married,23452,562,50
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,19383,827,33
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,6009,608,68
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,19373,1018,39
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,11825,703,42
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,23772,580,48
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,13514,970,59
Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,8861,427,73
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,11924,1179,84
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,4809,294,32
Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,19562,314,59
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,9983,316,54
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,3872,654,67
Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,20335,427,63
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,15397,168,81
Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,2104,381,49
Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,10225,217,49
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,25275,501,99
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,2755,1396,99
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,20366,933,57
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,23683,775,47
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,7360,970,96
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,4344,650,37
Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,18767,141,44
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,20420,832,81
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,22929,804,86
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,23398,975,55
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,17967,1090,83
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,10919,346,86
Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,4761,1225,61
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,21146,430,80
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,20471,268,92
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,4187,167,32
Travel_Rarely,Sales,Marketing,Male,Manager,Married,10084,621,31
Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,5207,527,63
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,22807,883,32
Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,12388,954,46
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,19630,310,79
Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,10339,719,77
Travel_Rarely,Sales,Other,Male,Sales Executive,Single,18686,304,60
Travel_Rarely,Research & Development,Medical,Male,Manager,Married,21199,725,78
Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,14229,1434,76
Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,26589,715,41
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,5288,575,71
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,25549,657,66
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,3064,1146,38
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,13551,182,72
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,22670,376,95
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,24008,829,84
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,19905,571,82
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,26085,240,75
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,7530,121,86
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,20317,384,72
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,24375,921,38
Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,9931,791,38
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,13305,1111,93
Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,16225,570,66
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,3445,1243,63
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,26551,1092,60
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,21821,1325,82
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,6881,691,64
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,6689,805,36
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,25995,213,49
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,26507,118,69
Travel_Rarely,Research & Development,Other,Female,Manager,Married,12982,202,33
Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,23361,676,35
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,23779,1252,81
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,25761,286,31
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,13301,1258,40
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,4051,932,43
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,16374,890,46
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,25527,1041,36
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,19124,859,98
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,11983,720,51
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,20234,946,52
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,6153,252,95
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,11806,933,98
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,4284,471,45
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,8306,702,100
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,5860,1184,43
Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,21519,436,37
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,5200,589,94
Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Divorced,8842,269,42
Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,18869,950,59
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,3698,760,81
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,2243,829,88
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,20898,887,88
Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,16571,443,50
Travel_Rarely,Sales,Marketing,Female,Manager,Married,5594,1318,66
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,5197,625,50
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,21632,180,65
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,21816,586,48
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,17852,1343,53
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,2823,928,56
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,9250,117,73
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,2373,1012,75
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,20715,661,78
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,19239,930,74
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,22162,638,91
Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,19028,890,81
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,24558,342,66
Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,23965,1169,63
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,19146,1230,33
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,5044,986,62
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,9068,1271,35
Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,8635,1278,77
Travel_Rarely,Sales,Other,Male,Sales Executive,Married,14363,141,98
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,23457,607,66
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,16612,130,96
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,9148,300,61
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,18154,583,87
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,10554,1418,36
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,10778,1269,46
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,8891,379,48
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,12102,395,98
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,23726,1265,95
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,14871,1222,48
Travel_Rarely,Sales,Medical,Female,Sales Representative,Divorced,23522,341,48
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,22789,868,73
Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,9129,672,78
Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,21222,1231,54
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,20206,102,72
Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,21782,422,33
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,17783,249,35
Non-Travel,Sales,Medical,Male,Sales Executive,Single,4814,1252,32
Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,4544,881,98
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,7790,1383,42
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,22650,1075,57
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,18016,374,87
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,6054,1086,62
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,7508,661,61
Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,24252,821,98
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,13384,781,57
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,23814,177,55
Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,22052,500,49
Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,8870,1427,65
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,4821,1425,68
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,13137,1454,65
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,10022,617,34
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,17725,1085,57
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,9834,995,77
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,4303,1122,70
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,17808,618,76
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,6896,546,83
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,7824,462,68
Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,3339,1198,100
Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,9255,1272,37
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,11737,154,41
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,19170,1137,51
Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,22477,527,51
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,5543,1469,51
